code_pdv_texte,code_pdv,Vague,**nom_restaurant**,**reseau**,**code_direction**,REGION<br>GLOBALE,**code_region**,REGION,**statut_pdv**,id_readings,vague,nom_restaurant,region,date_mel,statut_integration,affluence,sequence,joker,syntaxe,fdv,hdv,sexe,age,f600,f600_comment,1.1 - Courtoisie et aimabilité du personnel,1.2 - Compétence du personnel,"1.3 - Perception du personnel (souriant, dynamique, professionnel)",1.4 - Interaction avec le client,1.5 - Gestion de l'affluence,2.1 - Qualité des plats,2.2 - Variété des plats,2.3 - Cuisson et température des aliments,2.4 - Assaisonnement des aliments,2.5 - Disponibilité des plats,3.1 - Propreté générale du restaurant,3.2 - Propreté des toilettes,3.3 - Propreté et rangement des tables,3.4 - Propreté des couverts et assiettes,"3.5 - Propreté des espaces de service (buffets, stands)",4.1 - Décoration et agencement du restaurant,4.2 - Bruit dans le restaurant,"4.3 - Espace (espacement entre les tables, taille du restaurant)",4.4 - Environnement pour les enfants,5.1 - Présence de déchets,5.2 - Nettoyage et débarrassage des tables,5.3 - Fréquence du réapprovisionnement des buffets,6.1 - Gestion du temps d'attente,6.2 - Rapidité du service en caisse,6.3 - Gestion de l'affluence,7.1 - Variété et qualité des légumes,7.2 - Presence de sauce sur assiette,7.3 - Assaisonnement des accompagnements,7.4 - Disponibilité des sauces,8.1 - Connaissance du personnel sur les produits,8.2 - Disponibilité des produits comme les crêpes,8.3 - Problèmes techniques impactants l'offre de produits,9.1 - Accessibilité du restaurant,9.2 - Places de parking,9.3 - Aménagement de la terrasse,10. - Prix,11. - Communication,12. - Poisson
232,232,juil.-23,DOUAI,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347447,40,82,25,11/07/2023,1,1,MIDI SEMAINE,0,6,07/04/2023,11:55:00,Homme,50,1,"J'ai été agréablement surpris par ce restaurant grâce à l'accueil chaleureux, la rapidité du service et la disponibilité des employés. De plus, j'ai remarqué que la propreté des sanitaires était excellente, ce qui était très appréciable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
541,541,juil.-23,ARRAS DAINVILLE,FRANCHISE,DO_6,NORD,R_10,NORD LITTORAL,Actif,347441,40,154,26,11/07/2023,1,2,MIDI SEMAINE,0,6,07/03/2023,12:07:00,Femme,61,1,"Le restaurant est très agréable, propre, lumineux, calme et bien agencé, avec des espaces séparés et un baby-foot.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
804,804,juil.-23,BESANCON CHATEAUFARINE,FRANCHISE,DO_6,NORD,R_10,PARIS EST,Actif,347453,40,211,28,11/07/2023,1,2,MIDI SEMAINE,0,6,07/03/2023,12:22:00,Homme,79,1,"Le personnel est très accueillant et serviable, assez nombreux. Le restaurant est très bien rangé et propre. Il n'y a pas d'attente pour le plat. Les frites sont chaudes et croustillantes. Les légumes sont bien présentés et il y a du choix.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
556,556,juil.-23,BOULOGNE OUTREAU,FRANCHISE,DO_6,NORD,R_10,NORD LITTORAL,Actif,347443,40,160,26,11/07/2023,1,2,MIDI SEMAINE,0,6,07/05/2023,12:03:00,Femme,48,1,"Les buffets sont bien achalandés, autant au niveau vaisselle qu'au niveau choix et quantité de produits. Le personnel est poli, agréable, serviable et professionnel. Les locaux sont propres. L'environnement est agréable, on s'y sent détendu.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,32,juil.-23,PERIGUEUX,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347449,40,13,22,11/07/2023,1,2,MIDI SEMAINE,0,6,07/04/2023,12:40:00,Femme,63,2,"Les entrées et les légumes sont très bons. Il manque l'affiche avec les prix suivant le contenant, à ma demande, on l'apporte. Le personnel est présent en nombre, mais a peu de considération pour la clientèle.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
554,554,juil.-23,LES HERBIERS,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347461,40,159,27,11/07/2023,1,1,MIDI SEMAINE,0,6,07/05/2023,12:18:00,Femme,65,2,Les frites sont molles et tièdes. La circulation en sortie de caisse n'est pas évidente. Je suis surprise de voir la personne du stand des entrées composées vérifier la température des plats.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,20,juil.-23,BAYONNE,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347446,40,9,22,11/07/2023,1,1,MIDI SEMAINE,0,6,07/05/2023,12:15:00,Homme,78,1,"Le personnel est souriant, aimable et serviable. La salle du restaurant est propre et il y a un grand choix de plats.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,57,juil.-23,TROYES,FRANCHISE,DO_3,NORD,R_23,PARIS EST,Actif,347438,40,30,28,11/07/2023,1,2,MIDI SEMAINE,0,6,07/05/2023,12:20:00,Femme,54,2,"Du personnel m'a accueilli à l'entrée pour m'expliquer comment faire, alors qu'il y avait du monde. Les enfants des clients sont particulièrement choyés.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,juil.-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,347464,40,52,23,11/07/2023,1,3,MIDI SEMAINE,0,6,07/04/2023,12:00:00,Femme,59,3,Le personnel est très agréable. L'environnement est propre et attractif. La nourriture est de correcte. Le point le plus négatif est l'odeur insoutenable dans les toilettes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,105,juil.-23,MONTLUCON,FRANCHISE,DO_4,SUD,R_31,CENTRE AQUITAINE,Actif,347462,40,63,22,11/07/2023,1,1,MIDI SEMAINE,0,6,07/05/2023,12:07:00,Femme,71,2,"Le personnel est souriant et très aimable. Le restaurant est très propre. Cependant, le choix des plats pourrait être plus varié.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
261,261,juil.-23,ARRAS,COMPAGNIE,DO_2,NORD,R_21,NORD LITTORAL,Actif,347445,40,103,26,11/07/2023,1,1,MIDI SEMAINE,0,6,07/05/2023,12:40:00,Homme,68,2,"Je suis satisfait de ce lieu de restauration rapide, je passe un bon moment.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
260,260,juil.-23,STRASBOURG ILLKIRCH,COMPAGNIE,DO_3,NORD,R_24,PARIS EST,Actif,347437,40,102,28,11/07/2023,1,2,MIDI SEMAINE,0,6,07/04/2023,12:15:00,Homme,50,2,"Les entrées et les desserts sont appétissants. Le poisson reçu est très petit, tout comme le pot de sauce mis dans l'assiette.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
854,854,juil.-23,NIMES,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347456,40,224,24,11/07/2023,1,1,MIDI SEMAINE,0,6,07/06/2023,12:22:00,Homme,44,2,Le restaurant est plutôt propre et agréable. Le personnel est courtois et souriant.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
359,359,juil.-23,ALENCON,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347444,40,121,27,11/07/2023,1,2,MIDI SEMAINE,0,6,07/03/2023,12:45:00,Femme,63,1,"Le restaurant est bien tenu et l'accès est aisé, il y a un parking couvert. Le personnel est accueillant, souriant et professionnel. La présentation des plats est appétissante et il y a un bon choix de produits. Les plats sont préparés rapidement, ils sont savoureux et à bonne température.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
674,674,juil.-23,CHARLEVILLE MEZIERES,FRANCHISE,DO_6,NORD,R_10,NORD EST,Actif,347436,40,190,25,11/07/2023,1,3,MIDI SEMAINE,0,6,07/03/2023,13:15:00,Femme,37,2,"Le personnel est avenant. La zone des buffets d'entrées et de desserts est propre, tout comme la zone des grillades et le buffet de légumes.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
689,689,juil.-23,PONTIVY,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,347455,40,194,27,11/07/2023,1,2,MIDI SEMAINE,0,6,07/03/2023,12:01:00,Femme,60,2,"Le restaurant est bien situé dans le centre commercial. Il est lumineux et propre. Le personnel est très agréable. En revanche, le jambon est trop salé et sa sauce est trop sucrée à mon goût.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
478,478,juil.-23,ROMANS,FRANCHISE,DO_6,SUD,R_13,CENTRE EST,Actif,347440,40,141,23,11/07/2023,1,3,MIDI SEMAINE,0,6,07/05/2023,12:08:00,Femme,52,3,Les toilettes étaient sales. Des aliments étaient flétris. Le personnel était affairé tout en étant aimable et souriant.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,59,mai-23,MANTES LA JOLIE,COMPAGNIE,DO_3,NORD,R_28,PARIS NORMANDIE,Actif,346923,38,32,29,10/05/2023,1,3,SOIR SEMAINE,0,6,05/04/2023,19:10:00,Homme,47,3,"Je note une différence de prix pour l'entrée choisie, constatée au moment de payer. Les sanitaires ne sont pas très accueillants. L'ambiance est un peu particulière. Il y a beaucoup de monde au Flunch Café mais peu au restaurant.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,33,juil.-23,BETHUNE,COMPAGNIE,DO_2,NORD,R_21,NORD LITTORAL,Actif,347408,40,14,26,11/07/2023,1,1,MIDI SEMAINE,0,6,07/06/2023,12:16:00,Homme,71,1,C'est conforme à mes attentes. Le restaurant est propre. Le personnel est aimable. Les prix sont abordables et les produits proposés sont de qualité.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,100,juil.-23,LIEVIN,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347411,40,58,25,11/07/2023,1,1,MIDI SEMAINE,0,6,07/04/2023,12:28:00,Homme,71,1,Le personnel est courtois. Les personnes qui servent les clients sont dynamiques.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
586,586,juil.-23,NANTES ROUTE PARIS,COMPAGNIE,DO_1,SUD,R_22,OUEST,Actif,347427,40,167,27,11/07/2023,1,2,MIDI SEMAINE,0,6,07/04/2023,13:10:00,Femme,49,2,"Le restaurant est agréable, les buffets sont propres et appétissants. Les tables sont débarrassées rapidement et le personnel est professionnel et compétent.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
850,850,juil.-23,PERPIGNAN CLAIRA,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,347354,40,220,24,11/07/2023,1,2,MIDI SEMAINE,0,6,07/04/2023,12:50:00,Femme,35,2,L'expérience est conforme à mes attentes. Le plat est un peu décevant. Les frites ne sont pas très chaudes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,85,juil.-23,LYON ST PRIEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347342,40,50,23,11/07/2023,1,1,MIDI SEMAINE,0,6,07/05/2023,12:53:00,Homme,58,4,"Les couverts sont complètement absents lors de ma visite, et il y a une énorme file à chaque caisse. Les tables sont non débarrassées, cela manque de tables pour pouvoir déjeuner sereinement.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,40,juin-23,LEERS,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,347273,39,18,26,13/06/2023,1,2,WE FAMILLE,0,6,06/10/2023,19:11:00,Femme,31,2,"Lensemble du restaurant est agréable. Cependant, au niveau du stand de légumes, il ny a que peu de choix.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,42,juin-23,BOULOGNE,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,347258,39,20,26,13/06/2023,1,3,WE FAMILLE,0,6,06/02/2023,19:30:00,Homme,51,2,"Nous sommes très bien accueillis et nous passons un bon moment. L'équipe est très aimable et souriante, à notre service. Le restaurant est très propre et bien entretenu. Le plat est chaud et bon.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,38,juin-23,VALENCIENNES PETITE FORET,COMPAGNIE,DO_2,NORD,R_25,NORD EST,Actif,347223,39,16,25,13/06/2023,1,1,WE FAMILLE,0,6,06/10/2023,12:10:00,Femme,46,2,Les lavabos des toilettes sont sales. Certains membres du personnel ne prêtent pas attention aux clients et ne les saluent pas.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
578,578,juin-23,EPINAL,COMPAGNIE,DO_3,NORD,R_24,PARIS EST,Actif,347174,39,164,28,13/06/2023,1,2,WE FAMILLE,0,6,06/03/2023,12:57:00,Femme,45,2,Je suis satisfaite de ma visite. Je me sens la bienvenue et il est agréable de circuler dans le restaurant.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
229,229,juin-23,ST QUENTIN,COMPAGNIE,DO_2,NORD,R_23,NORD EST,Actif,347176,39,80,25,13/06/2023,1,1,WE FAMILLE,0,6,06/10/2023,12:37:00,Femme,48,2,Le personnel est sympathique dans l'ensemble et le restaurant est propre.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
335,335,juin-23,PARIS BEAUBOURG,COMPAGNIE,DO_5,NORD,R_28,PARIS NORMANDIE,Actif,347215,39,116,29,13/06/2023,1,2,WE FAMILLE,0,6,06/10/2023,12:42:00,Femme,50,2,"Le buffet est appétissant. Le repas est correct. Le personnel n'est pas souriant. Le restaurant est propre, mais les tables devraient être débarrassées plus rapidement. Mon Ice Tea n'est pas comptabilisé sur le ticket de caisse.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,juin-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,347226,39,52,23,13/06/2023,1,1,WE FAMILLE,0,6,06/10/2023,12:03:00,Homme,44,2,"L'accueil est correct et sympathique, les plats sont corrects sans plus.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
242,242,juin-23,TOURS CHAMBRAY,COMPAGNIE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,347180,39,90,22,13/06/2023,1,1,WE FAMILLE,0,6,06/10/2023,12:21:00,Femme,53,1,Toutes les personnes rencontrées sont agréables et beaucoup d'entre elles ont un mot gentil pour les clients.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
323,323,févr.-23,MERS LES BAINS,COMPAGNIE,DO_2,NORD,R_21,PARIS NORMANDIE,Actif,346033,33,112,29,14/02/2023,1,2,SOIR SEMAINE,0,6,02/09/2023,19:05:00,Homme,63,2,Je suis satisfait car tout est bon et appétissant. J'apprécie l'organisation qui permet de ne pas avoir d'attente.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
334,334,juin-23,BELLE-EPINE,COMPAGNIE,DO_5,NORD,R_29,PARIS EST,Actif,347235,39,115,28,13/06/2023,1,2,WE FAMILLE,0,6,06/09/2023,19:50:00,Femme,50,3,Le temps d'encaissement est un peu long. Les légumes sont fades au goût. Le personnel en salle ou lors du service n'est ni proactif ni souriant.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
334,334,févr.-23,BELLE-EPINE,COMPAGNIE,DO_5,NORD,R_29,PARIS EST,Actif,346006,33,115,28,14/02/2023,1,2,SOIR SEMAINE,0,6,02/09/2023,19:00:00,Femme,50,2,"Le restaurant est propre, le personnel est aimable et les buffets sont satisfaisants.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
489,489,févr.-23,HYERES,FRANCHISE,DO_6,SUD,R_13,GRAND SUD EST,Actif,345992,33,144,24,14/02/2023,1,2,MIDI SEMAINE,0,6,02/09/2023,12:45:00,Homme,59,2,Le restaurant et le repas sont conformes à mes attentes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
249,249,févr.-23,CALAIS OUEST,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,346079,33,96,26,14/02/2023,1,2,SOIR SEMAINE,0,6,02/07/2023,19:22:00,Femme,57,2,J'apprécie la température des aliments. Le personnel croisé n'est pas toujours très avenant.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
366,366,févr.-23,MANOSQUE,FRANCHISE,DO_6,SUD,R_13,CENTRE EST,Actif,346015,33,127,23,14/02/2023,1,2,SOIR SEMAINE,0,6,02/07/2023,19:00:00,Femme,31,1,Le repas est très bon. Le restaurant est calme.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
601,601,févr.-23,CHATEAUROUX CAP SUD,FRANCHISE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,346019,33,174,22,14/02/2023,1,3,SOIR SEMAINE,0,6,02/06/2023,19:01:00,Femme,65,3,Le personnel n'était pas très ouvert envers les clients. Les toilettes sont sales.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
672,672,févr.-23,FAMECK,FRANCHISE,DO_6,NORD,R_10,PARIS EST,Actif,346017,33,189,28,14/02/2023,1,3,SOIR SEMAINE,0,6,02/08/2023,19:01:00,Homme,45,1,Le personnel est à l'écoute et très professionnel.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
811,811,févr.-23,BAULE,FRANCHISE,DO_6,NORD,R_10,PARIS NORMANDIE,Inactif,345985,33,214,29,14/02/2023,1,1,MIDI SEMAINE,0,6,02/08/2023,12:00:00,Femme,39,1,Tout est très bon et servi à table.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,301,févr.-23,ST BRIEUC,COMPAGNIE,DO_1,SUD,R_22,OUEST,Actif,346003,33,108,27,14/02/2023,1,3,SOIR SEMAINE,0,6,02/09/2023,19:00:00,Femme,55,1,Le restaurant est propre. Les plats sont simples. Il y a peu de choix mais c'est très bon.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
621,621,févr.-23,CLERMONT LA PARDIEU,COMPAGNIE,DO_4,SUD,R_31,CENTRE AQUITAINE,Actif,346023,33,179,22,14/02/2023,1,3,SOIR SEMAINE,0,6,02/07/2023,19:02:00,Femme,49,1,Le restaurant est propre et les buffets sont bien présentés.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
359,359,févr.-23,ALENCON,FRANCHISE,DO_6,SUD,R_12,OUEST,Actif,346099,33,121,27,14/02/2023,1,3,SOIR SEMAINE,0,6,02/07/2023,19:45:00,Femme,37,2,Je m'attendais à plus de choix dans les accompagnements. Le personnel plats chaud est plus aimable que le personnel caisse.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111,111,févr.-23,LIMOGES BOISSEUIL,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,346047,33,67,22,14/02/2023,1,3,SOIR SEMAINE,0,6,02/08/2023,19:08:00,Homme,48,3,Cela manque de propreté au niveau des buffets de légumes. Les frites ne sont pas salées. Les toilettes sont sales et il y a une odeur d'urine.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
363,363,févr.-23,EVREUX,FRANCHISE,DO_6,NORD,R_12,PARIS NORMANDIE,Actif,346036,33,124,29,14/02/2023,1,3,SOIR SEMAINE,0,6,02/06/2023,19:05:00,Femme,48,1,Le restaurant était propre et bien rangé. Mon plat était excellent.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,42,févr.-23,BOULOGNE,COMPAGNIE,DO_2,NORD,R_25,NORD LITTORAL,Actif,346062,33,20,26,14/02/2023,1,3,SOIR SEMAINE,0,6,02/07/2023,19:14:00,Homme,50,2,"Je suis très bien accueilli et je passe un bon moment. L'équipe est très aimable et souriante. Le restaurant est très propre et bien entretenu. Le plat est bon et chaud, mais il y a peu de variétés de légumes.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,45,févr.-23,MAUBEUGE LOUVROIL,COMPAGNIE,DO_2,NORD,R_23,NORD EST,Actif,346039,33,22,25,14/02/2023,1,2,SOIR SEMAINE,0,6,02/07/2023,19:05:00,Femme,51,2,Le restaurant est agréable. Le buffet de légumes est à revoir. Les toilettes ne sont pas propres.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
242,242,févr.-23,TOURS CHAMBRAY,COMPAGNIE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,346012,33,90,22,14/02/2023,1,3,SOIR SEMAINE,0,6,02/06/2023,19:00:00,Homme,51,3,"Lorsque j'ai choisi ma formule plat et boisson, les suppléments pour certaines boissons étaient écrits en tout petit, je ne les avait donc pas vus.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
